Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"HS3ST1","Heparan Sulfate-Glucosamine 3-Sulfotransferase 1","Protein Coding","40","GC04M011394","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HS3ST1"
"ICAM5","Intercellular Adhesion Molecule 5","Protein Coding","40","GC19P010289","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ICAM5"
"IFT140","Intraflagellar Transport 140","Protein Coding","40","GC16M007076","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFT140"
"INCENP","Inner Centromere Protein","Protein Coding","40","GC11P062142","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INCENP"
"MSI1","Musashi RNA Binding Protein 1","Protein Coding","40","GC12M120341","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MSI1"
"PEX13","Peroxisomal Biogenesis Factor 13","Protein Coding","40","GC02P061017","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PEX13"
"RENBP","Renin Binding Protein","Protein Coding","40","GC0XM153935","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RENBP"
"REV1","REV1 DNA Directed Polymerase","Protein Coding","40","GC02M099383","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=REV1"
"SCARF2","Scavenger Receptor Class F Member 2","Protein Coding","40","GC22M020424","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCARF2"
"SETD1A","SET Domain Containing 1A, Histone Lysine Methyltransferase","Protein Coding","40","GC16P041106","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SETD1A"
"SLC35D1","Solute Carrier Family 35 Member D1","Protein Coding","40","GC01M066999","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC35D1"
"SRCAP","Snf2 Related CREBBP Activator Protein","Protein Coding","40","GC16P041094","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRCAP"
"STX4","Syntaxin 4","Protein Coding","40","GC16P041110","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STX4"
"TOP3B","DNA Topoisomerase III Beta","Protein Coding","40","GC22M021957","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TOP3B"
"TRIOBP","TRIO And F-Actin Binding Protein","Protein Coding","40","GC22P037697","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIOBP"
"UBE2E3","Ubiquitin Conjugating Enzyme E2 E3","Protein Coding","40","GC02P180967","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE2E3"
"UBE4A","Ubiquitination Factor E4A","Protein Coding","40","GC11P118359","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE4A"
"VTI1B","Vesicle Transport Through Interaction With T-SNAREs 1B","Protein Coding","40","GC14M067647","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VTI1B"
"XK","X-Linked Kx Blood Group","Protein Coding","40","GC0XP037685","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=XK"
"XPO5","Exportin 5","Protein Coding","40","GC06M043522","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=XPO5"
"ZNF143","Zinc Finger Protein 143","Protein Coding","40","GC11P009483","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF143"
"ABCC10","ATP Binding Cassette Subfamily C Member 10","Protein Coding","39","GC06P043427","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCC10"
"CCNT1","Cyclin T1","Protein Coding","39","GC12M048688","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCNT1"
"DHX16","DEAH-Box Helicase 16","Protein Coding","39","GC06M030653","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DHX16"
"GTF2H4","General Transcription Factor IIH Subunit 4","Protein Coding","39","GC06P083679","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GTF2H4"
"KIF3A","Kinesin Family Member 3A","Protein Coding","39","GC05M132689","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIF3A"
"MED15","Mediator Complex Subunit 15","Protein Coding","39","GC22P035865","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MED15"
"MFNG","MFNG O-Fucosylpeptide 3-Beta-N-Acetylglucosaminyltransferase","Protein Coding","39","GC22M037469","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MFNG"
"MVP","Major Vault Protein","Protein Coding","39","GC16P041016","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MVP"
"OLIG2","Oligodendrocyte Transcription Factor 2","Protein Coding","39","GC21P033025","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OLIG2"
"PDLIM4","PDZ And LIM Domain 4","Protein Coding","39","GC05P132257","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDLIM4"
"SAR1A","Secretion Associated Ras Related GTPase 1A","Protein Coding","39","GC10M070147","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAR1A"
"SLC17A1","Solute Carrier Family 17 Member 1","Protein Coding","39","GC06M025723","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC17A1"
"SLC35B2","Solute Carrier Family 35 Member B2","Protein Coding","39","GC06M044254","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC35B2"
"SWAP70","Switching B Cell Complex Subunit SWAP70","Protein Coding","39","GC11P009664","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SWAP70"
"TET3","Tet Methylcytosine Dioxygenase 3","Protein Coding","39","GC02P073986","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TET3"
"TPSB2","Tryptase Beta 2","Protein Coding","39","GC16M001227","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPSB2"
"USP6NL","USP6 N-Terminal Like","Protein Coding","39","GC10M011453","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP6NL"
"UTS2","Urotensin 2","Protein Coding","39","GC01M007843","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UTS2"
"BMP2K","BMP2 Inducible Kinase","Protein Coding","38","GC04P078776","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMP2K"
"CAPN11","Calpain 11","Protein Coding","38","GC06P083931","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAPN11"
"CDC42EP3","CDC42 Effector Protein 3","Protein Coding","38","GC02M037641","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDC42EP3"
"CLIC6","Chloride Intracellular Channel 6","Protein Coding","38","GC21P034671","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLIC6"
"DAP","Death Associated Protein","Protein Coding","38","GC05M010679","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DAP"
"DCTN4","Dynactin Subunit 4","Protein Coding","38","GC05M150708","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCTN4"
"DDX23","DEAD-Box Helicase 23","Protein Coding","38","GC12M048829","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX23"
"DNASE1L1","Deoxyribonuclease 1 Like 1","Protein Coding","38","GC0XM154401","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNASE1L1"
"DNMBP","Dynamin Binding Protein","Protein Coding","38","GC10M099875","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNMBP"
"EIF3D","Eukaryotic Translation Initiation Factor 3 Subunit D","Protein Coding","38","GC22M036510","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF3D"
"EXOC2","Exocyst Complex Component 2","Protein Coding","38","GC06M000485","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EXOC2"
"FIGNL1","Fidgetin Like 1","Protein Coding","38","GC07M050444","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FIGNL1"
"GTPBP2","GTP Binding Protein 2","Protein Coding","38","GC06M043605","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GTPBP2"
"LIMD1","LIM Domain Containing 1","Protein Coding","38","GC03P045555","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LIMD1"
"LZTS1","Leucine Zipper Tumor Suppressor 1","Protein Coding","38","GC08M020246","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LZTS1"
"NAB1","NGFI-A Binding Protein 1","Protein Coding","38","GC02P190646","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NAB1"
"NLRX1","NLR Family Member X1","Protein Coding","38","GC11P119166","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NLRX1"
"NUP88","Nucleoporin 88","Protein Coding","38","GC17M006177","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUP88"
"P2RY10","P2Y Receptor Family Member 10","Protein Coding","38","GC0XP078945","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=P2RY10"
"PAPOLG","Poly(A) Polymerase Gamma","Protein Coding","38","GC02P060756","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAPOLG"
"PARD6G","Par-6 Family Cell Polarity Regulator Gamma","Protein Coding","38","GC18M080157","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PARD6G"
"PDC","Phosducin","Protein Coding","38","GC01M186412","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDC"
"PINX1","PIN2 (TERF1) Interacting Telomerase Inhibitor 1","Protein Coding","38","GC08M010764","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PINX1"
"PLCL1","Phospholipase C Like 1 (Inactive)","Protein Coding","38","GC02P197804","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLCL1"
"PPIL3","Peptidylprolyl Isomerase Like 3","Protein Coding","38","GC02M200870","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPIL3"
"RASSF5","Ras Association Domain Family Member 5","Protein Coding","38","GC01P206507","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RASSF5"
"RNF40","Ring Finger Protein 40","Protein Coding","38","GC16P041101","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF40"
"SBF2","SET Binding Factor 2","Protein Coding","38","GC11M009797","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SBF2"
"SLC36A1","Solute Carrier Family 36 Member 1","Protein Coding","38","GC05P151344","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC36A1"
"SLC9A9","Solute Carrier Family 9 Member A9","Protein Coding","38","GC03M143265","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC9A9"
"SRSF5","Serine And Arginine Rich Splicing Factor 5","Protein Coding","38","GC14P069727","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRSF5"
"TELO2","Telomere Maintenance 2","Protein Coding","38","GC16P001493","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TELO2"
"USP19","Ubiquitin Specific Peptidase 19","Protein Coding","38","GC03M051164","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP19"
"WTAP","WT1 Associated Protein","Protein Coding","38","GC06P159725","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WTAP"
"ZFYVE26","Zinc Finger FYVE-Type Containing 26","Protein Coding","38","GC14M067727","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZFYVE26"
"ZNF638","Zinc Finger Protein 638","Protein Coding","38","GC02P071276","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF638"
"ADO","2-Aminoethanethiol Dioxygenase","Protein Coding","37","GC10P062804","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADO"
"AIFM2","Apoptosis Inducing Factor Mitochondria Associated 2","Protein Coding","37","GC10M070098","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AIFM2"
"ATP10B","ATPase Phospholipid Transporting 10B (Putative)","Protein Coding","37","GC05M160499","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP10B"
"ATP9B","ATPase Phospholipid Transporting 9B (Putative)","Protein Coding","37","GC18P079069","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP9B"
"BOLA3","BolA Family Member 3","Protein Coding","37","GC02M074136","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BOLA3"
"CARD6","Caspase Recruitment Domain Family Member 6","Protein Coding","37","GC05P040841","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CARD6"
"CTR9","CTR9 Homolog, Paf1/RNA Polymerase II Complex Component","Protein Coding","37","GC11P010772","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTR9"
"DENND1A","DENN Domain Containing 1A","Protein Coding","37","GC09M123379","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DENND1A"
"FIS1","Fission, Mitochondrial 1","Protein Coding","37","GC07M101239","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FIS1"
"FNIP1","Folliculin Interacting Protein 1","Protein Coding","37","GC05M131641","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FNIP1"
"GATAD1","GATA Zinc Finger Domain Containing 1","Protein Coding","37","GC07P092447","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GATAD1"
"GGA2","Golgi Associated, Gamma Adaptin Ear Containing, ARF Binding Protein 2","Protein Coding","37","GC16M023464","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GGA2"
"GJA10","Gap Junction Protein Alpha 10","Protein Coding","37","GC06P089894","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GJA10"
"GPSM1","G Protein Signaling Modulator 1","Protein Coding","37","GC09P136327","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPSM1"
"MOB1A","MOB Kinase Activator 1A","Protein Coding","37","GC02M074152","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MOB1A"
"MPPE1","Metallophosphoesterase 1","Protein Coding","37","GC18M024771","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MPPE1"
"MYO1B","Myosin IB","Protein Coding","37","GC02P191246","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYO1B"
"NEUROG2","Neurogenin 2","Protein Coding","37","GC04M112513","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEUROG2"
"NUDT12","Nudix Hydrolase 12","Protein Coding","37","GC05M103548","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUDT12"
"OLIG1","Oligodendrocyte Transcription Factor 1","Protein Coding","37","GC21P033070","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OLIG1"
"PDXP","Pyridoxal Phosphatase","Protein Coding","37","GC22P037658","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDXP"
"POLR2G","RNA Polymerase II Subunit G","Protein Coding","37","GC11P062784","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLR2G"
"PPIP5K2","Diphosphoinositol Pentakisphosphate Kinase 2","Protein Coding","37","GC05P103120","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPIP5K2"
"PSMD5","Proteasome 26S Subunit, Non-ATPase 5","Protein Coding","37","GC09M120815","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMD5"
"PSMG1","Proteasome Assembly Chaperone 1","Protein Coding","37","GC21M039174","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMG1"
"RAPGEF6","Rap Guanine Nucleotide Exchange Factor 6","Protein Coding","37","GC05M131423","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAPGEF6"
"RBFOX1","RNA Binding Fox-1 Homolog 1","Protein Coding","37","GC16P011816","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBFOX1"
"RBM17","RNA Binding Motif Protein 17","Protein Coding","37","GC10P006089","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBM17"
"RSL1D1","Ribosomal L1 Domain Containing 1","Protein Coding","37","GC16M011833","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RSL1D1"
"SESN3","Sestrin 3","Protein Coding","37","GC11M096560","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SESN3"
"SLC25A28","Solute Carrier Family 25 Member 28","Protein Coding","37","GC10M099610","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A28"
"SLC26A1","Solute Carrier Family 26 Member 1","Protein Coding","37","GC04M001530","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC26A1"
"SLC37A1","Solute Carrier Family 37 Member 1","Protein Coding","37","GC21P042571","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC37A1"
"SMG7","SMG7 Nonsense Mediated MRNA Decay Factor","Protein Coding","37","GC01P183441","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMG7"
"SNAPC4","Small Nuclear RNA Activating Complex Polypeptide 4","Protein Coding","37","GC09M136375","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNAPC4"
"SSBP3","Single Stranded DNA Binding Protein 3","Protein Coding","37","GC01M054225","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SSBP3"
"TCF19","Transcription Factor 19","Protein Coding","37","GC06P083684","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCF19"
"TPCN2","Two Pore Segment Channel 2","Protein Coding","37","GC11P070233","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPCN2"
"ADGRA3","Adhesion G Protein-Coupled Receptor A3","Protein Coding","36","GC04M022345","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADGRA3"
"AUP1","AUP1 Lipid Droplet Regulating VLDL Assembly Factor","Protein Coding","36","GC02M074526","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AUP1"
"BOLL","Boule Homolog, RNA Binding Protein","Protein Coding","36","GC02M197726","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BOLL"
"CEP192","Centrosomal Protein 192","Protein Coding","36","GC18P017459","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEP192"
"CEP68","Centrosomal Protein 68","Protein Coding","36","GC02P065056","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEP68"
"CNTRL","Centriolin","Protein Coding","36","GC09P121074","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNTRL"
"CSMD3","CUB And Sushi Multiple Domains 3","Protein Coding","36","GC08M112223","1.00488877296448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSMD3"
